City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,nagqu,31.5,92.0,41.4,46,100,7.74,CN,1684893831
364,balykshi,47.0667,51.8667,71.6,26,0,22.37,KZ,1684893831
365,papao,-17.75,-149.55,82.08,80,98,10.27,PF,1684893831
366,kolonia town,6.964,158.206,89.6,66,75,4.61,FM,1684893832
367,polyarnyy,69.1989,33.4478,49.75,80,72,6.13,RU,1684893832
368,wagar,16.1525,36.2032,82.89,61,0,10.09,SD,1684893286
369,micheweni,-4.9667,39.8333,77.4,85,32,8.34,TZ,1684893832
370,calama,-22.4667,-68.9333,46.89,23,0,5.75,CL,1684893832
371,kerema,-7.9631,145.7785,80.38,77,100,3.62,PG,1684893832
372,rajpura,30.4831,76.595,89.31,32,100,11.77,IN,1684893832
373,miles city,46.4083,-105.8406,74.37,53,0,11.5,US,1684893833
374,cherryville,53.1569,-6.9667,50.86,89,15,4.41,IE,1684893833
375,new norfolk,-42.7826,147.0587,64.92,55,100,8.99,AU,1684893267
376,yima,34.7381,111.8839,66.2,54,0,7.47,CN,1684893833
377,san jose,37.3394,-121.895,69.89,60,40,20.0,US,1684893470
378,belabo,4.9333,13.3,68.92,99,99,0.98,CM,1684893833
379,cumra,37.5732,32.7745,48.34,75,6,5.06,TR,1684893833
380,balabac,7.9868,117.0645,85.87,67,100,6.13,PH,1684893834
381,atamyrat,37.8357,65.2106,80.42,25,0,11.81,TM,1684893834
382,northam,51.0333,-4.2167,51.39,86,47,3.36,GB,1684893834
383,pisco,-13.7,-76.2167,69.85,83,0,16.11,PE,1684893834
384,touros,-5.1989,-35.4608,79.14,81,41,11.68,BR,1684893834
385,okondja,-0.6549,13.6753,72.66,97,96,0.85,GA,1684893834
386,noshiro,40.2039,140.0242,58.03,62,64,16.58,JP,1684893835
387,auki,-8.7676,160.7034,82.36,81,40,3.27,SB,1684893840
388,gorgan,36.8387,54.4348,64.36,94,0,9.22,IR,1684893840
389,cannonvale,-20.2833,148.7,70.99,61,73,19.06,AU,1684893303
390,umm kaddadah,13.6017,26.6876,82.62,11,0,9.04,SD,1684893840
391,kuqa,41.7278,82.9364,68.68,22,100,18.79,CN,1684893644
392,pingliang,35.5392,106.6861,64.09,54,9,7.76,CN,1684893841
393,enriquillo,17.9,-71.2333,78.71,83,7,1.19,DO,1684893841
394,belmonte,-15.8631,-38.8828,74.01,79,100,5.95,BR,1684893841
395,bangassou,4.7413,22.8184,72.19,82,100,2.01,CF,1684893630
396,port augusta,-32.5,137.7667,67.12,36,39,17.47,AU,1684893842
397,gondar,12.6,37.4667,65.59,22,40,3.87,ET,1684893843
398,mandal,25.45,74.5667,85.41,49,30,12.12,IN,1684893843
399,altai,46.3722,96.2583,41.25,60,73,12.8,MN,1684893283
400,fort st. john,56.2499,-120.8529,44.49,81,100,2.3,CA,1684893661
401,gamay,12.3854,125.2979,89.64,57,51,2.82,PH,1684893845
402,sisimiut,66.9395,-53.6735,28.94,75,100,16.64,GL,1684893845
403,salinas,36.6777,-121.6555,59.99,75,40,12.66,US,1684893845
404,prince rupert,54.3161,-130.3201,53.69,77,0,19.57,CA,1684893755
405,payyannur,12.1,75.2,81.81,80,100,2.75,IN,1684893846
406,poltavka,54.3663,71.7632,64.38,43,3,5.66,RU,1684893847
407,charters towers,-20.1,146.2667,76.84,39,4,16.13,AU,1684893247
408,xiongzhou,25.1167,114.3,75.33,88,87,2.46,CN,1684893847
409,piti village,13.4626,144.6933,80.65,93,100,83.06,GU,1684893847
410,basco,20.4487,121.9702,80.38,78,76,10.71,PH,1684893848
411,bella vista,36.4295,-94.2316,72.52,75,0,5.75,US,1684893608
412,altamira,-3.2033,-52.2064,74.17,93,52,0.43,BR,1684893848
413,hermanus,-34.4187,19.2345,49.8,71,100,3.4,ZA,1684893849
414,el granada,37.5027,-122.4694,67.82,74,40,13.8,US,1684893295
415,boise,43.6135,-116.2035,72.14,47,0,11.5,US,1684893797
416,grand baie,-20.0182,57.5802,72.07,83,18,3.0,MU,1684893854
417,buncrana,55.1333,-7.45,47.5,95,60,6.91,IE,1684893855
418,alik ghund,30.4896,67.5226,64.06,37,99,2.24,PK,1684893855
419,fort bragg,35.139,-79.006,68.83,41,100,11.5,US,1684893855
420,isla mujeres,21.2311,-86.731,80.65,73,0,7.78,MX,1684893856
421,qaisumah,28.3112,46.1273,82.36,34,20,9.22,SA,1684893856
422,pangody,65.85,74.4859,40.06,59,46,2.1,RU,1684893856
423,russkaya polyana,49.417,31.9201,54.95,91,81,3.44,UA,1684893856
424,nieuw amsterdam,5.8833,-55.0833,80.02,89,100,7.34,SR,1684893857
425,novo aripuana,-5.1206,-60.3797,74.68,98,100,2.48,BR,1684893857
426,nizhnyaya tura,58.6293,59.8118,64.38,54,53,2.75,RU,1684893857
427,tbeng meanchey,13.8167,104.9667,90.3,53,100,3.2,KH,1684893858
428,sarangani,5.4033,125.4636,83.43,76,71,13.24,PH,1684893858
429,dolinsk,47.35,142.8,60.04,50,2,10.02,RU,1684893295
430,fada,9.5667,8.3,71.83,86,21,1.36,NG,1684893868
431,fort-shevchenko,44.5086,50.263,71.53,62,7,8.52,KZ,1684893868
432,toktogul,41.8708,72.9402,57.11,94,100,3.0,KG,1684893869
433,livingston,55.9029,-3.5226,48.85,87,0,10.36,GB,1684893869
434,broken hill,-31.95,141.4333,65.32,27,4,12.17,AU,1684893869
435,benghazi,32.1167,20.0667,67.08,69,100,9.04,LY,1684893870
436,wynyard,-41.0,145.7167,56.98,95,100,14.97,AU,1684893870
437,aksu,41.1231,80.2644,69.66,36,100,1.86,CN,1684893870
438,merizo village,13.2658,144.6691,81.16,93,100,78.83,GU,1684893871
439,pembroke,45.8168,-77.1162,67.98,68,95,6.13,CA,1684893871
440,ashkasham,36.6833,71.5333,41.43,86,90,2.59,AF,1684893872
441,moyale,3.5167,39.0584,64.63,92,73,3.13,KE,1684893872
442,quadrivio,45.0297,9.2223,64.85,76,67,2.42,IT,1684893873
443,vila velha,-20.3297,-40.2925,69.75,98,75,4.61,BR,1684893873
444,kristiansund,63.1115,7.732,47.05,81,100,3.44,NO,1684893873
445,myitkyina,25.3833,97.4,92.53,35,100,0.31,MM,1684893873
446,masuguru,-11.3667,38.4167,69.64,88,69,3.22,TZ,1684893874
447,krasnokamensk,50.0979,118.0369,65.35,27,99,10.83,RU,1684893874
448,beloyarskiy,63.7119,66.6722,56.41,62,99,7.25,RU,1684893875
449,akureyri,65.6835,-18.0878,40.93,65,100,18.41,IS,1684893875
450,pandan,14.0453,124.1694,87.89,64,3,0.18,PH,1684893875
451,dulovo,43.8167,27.15,56.55,89,8,2.98,BG,1684893875
452,anzio,41.4853,12.6179,65.01,83,0,3.36,IT,1684893876
453,la'ie,21.6477,-157.9253,84.16,71,1,8.01,US,1684893876
454,mungwi,-10.1732,31.3694,58.86,96,17,2.82,ZM,1684893877
455,bonthe,7.5264,-12.505,76.68,89,92,4.14,SL,1684893877
456,oelwein,42.6733,-91.9135,72.73,64,2,5.37,US,1684893877
457,selfoss,63.9331,-20.9971,40.84,67,61,34.14,IS,1684893878
458,hasparren,43.3838,-1.305,63.07,100,100,9.22,FR,1684893878
459,severobaykal'sk,55.65,109.3167,35.38,98,100,2.57,RU,1684893878
460,chinu,9.1057,-75.3981,76.37,92,100,1.03,CO,1684893878
461,kailua-kona,19.6406,-155.9956,82.27,81,75,10.36,US,1684893879
462,olyokminsk,60.3736,120.4264,57.51,29,98,3.04,RU,1684893879
463,basna,21.2833,82.8167,94.12,28,54,13.82,IN,1684893879
464,suva,-18.1416,178.4415,78.28,78,75,8.05,FJ,1684893879
465,tofol,5.3248,163.0078,82.65,79,86,14.25,FM,1684893880
466,peace river,56.2501,-117.286,48.51,100,100,12.66,CA,1684893717
467,selizharovo,56.8519,33.4487,54.5,97,100,4.09,RU,1684893880
468,brasilia,-15.7797,-47.9297,63.52,68,0,6.91,BR,1684893639
469,khash,28.2211,61.2158,74.14,30,21,2.98,IR,1684893880
470,ringkobing,56.0901,8.244,48.02,92,90,11.01,DK,1684893880
471,pankrushikha,53.8319,80.3406,60.53,47,12,8.88,RU,1684893881
472,kiffa,16.6166,-11.4045,90.37,20,68,10.74,MR,1684893881
473,lockwood,45.8191,-108.4149,70.41,60,40,18.41,US,1684893881
474,kedougou,12.5579,-12.1743,87.21,48,97,4.72,SN,1684893881
475,san pedro pochutla,15.7333,-96.4667,83.71,71,14,5.68,MX,1684893881
476,villa regina,-39.1,-67.0667,48.97,25,0,5.84,AR,1684893881
477,el bauga,18.262,33.9081,83.7,46,2,5.93,SD,1684893881
478,tabou,4.423,-7.3528,80.51,84,63,5.17,CI,1684893882
479,borgarnes,64.5383,-21.9206,42.85,73,100,28.92,IS,1684893882
480,vinton,37.281,-79.897,63.07,81,93,1.01,US,1684893882
481,al muharraq,26.2572,50.6119,88.92,47,0,3.44,BH,1684893882
482,ambon,-3.6954,128.1814,87.94,66,40,6.91,ID,1684893882
483,thanh hoa,19.8,105.7667,85.78,76,100,4.97,VN,1684893882
484,lionel town,17.8101,-77.2406,82.29,84,5,1.05,JM,1684893882
485,lijiang,26.8688,100.2207,67.75,52,75,3.71,CN,1684893883
486,mugia,43.1041,-9.2179,63.16,87,12,23.4,ES,1684893883
487,pangoa,-12.1167,-73.0,69.04,99,100,1.88,PE,1684893883
488,sao manuel,-22.7311,-48.5706,56.79,80,0,4.05,BR,1684893609
489,carutapera,-1.195,-46.02,76.46,91,81,4.74,BR,1684893883
490,gadzhiyevo,69.2551,33.3362,48.56,81,72,5.06,RU,1684893883
491,al bardiyah,31.7561,25.0865,64.8,84,27,3.31,LY,1684893883
492,dedovichi,57.5517,29.9502,50.41,84,29,3.65,RU,1684893884
493,lebork,54.5392,17.7501,60.53,94,100,7.61,PL,1684893884
494,al kharijah,25.4514,30.5464,80.71,15,0,7.52,EG,1684893884
495,dover,39.1582,-75.5244,57.09,68,0,9.22,US,1684893884
496,minas de marcona,-15.2119,-75.1103,58.51,85,31,9.48,PE,1684893302
497,lashio,22.9333,97.75,81.12,46,39,1.86,MM,1684893885
498,trittau,53.6167,10.4,50.0,84,100,3.0,DE,1684893885
499,dauphin,51.1494,-100.0502,53.74,50,75,14.97,CA,1684893885
500,yigo village,13.5361,144.8886,79.92,93,100,57.53,GU,1684893885
501,bikenibeu village,1.3673,173.1241,87.76,70,75,5.75,KI,1684893303
502,aitape,-3.1374,142.3475,85.59,66,98,2.42,PG,1684893885
503,cunen,15.3375,-91.0269,65.8,95,69,3.09,GT,1684893885
504,gobabis,-22.45,18.9667,60.48,29,0,8.1,NA,1684893886
505,floro,61.5996,5.0328,48.96,93,100,21.85,NO,1684893886
506,timimoun,29.2639,0.231,70.18,17,0,4.61,DZ,1684893886
507,machico,32.7,-16.7667,66.83,80,40,6.91,PT,1684893886
508,sona,45.4388,10.8255,65.79,81,0,2.3,IT,1684893886
509,monrovia,6.3005,-10.7969,76.77,83,100,4.85,LR,1684893886
510,mwanza,-2.5167,32.9,69.85,88,40,0.0,TZ,1684893887
511,vilyuysk,63.7553,121.6247,53.31,28,90,9.35,RU,1684893288
512,betio village,1.358,172.9211,86.04,87,100,4.59,KI,1684893887
513,champerico,14.3,-91.9167,84.69,71,48,2.3,GT,1684893303
514,kudahuvadhoo,2.6708,72.8944,82.87,75,12,6.91,MV,1684893887
515,fuglafjordur,62.244,-6.814,46.87,77,9,32.77,FO,1684893887
516,constantia,44.1833,28.65,56.08,84,69,6.2,RO,1684893887
517,nyurba,63.2842,118.3319,53.51,33,100,7.31,RU,1684893888
518,sitangkai,4.6628,119.3928,84.29,70,81,6.46,PH,1684893888
519,san andres,12.5847,-81.7006,82.42,78,20,5.75,CO,1684893888
520,conde,-7.2597,-34.9075,76.46,100,40,4.61,BR,1684893888
521,burgersdorp,-30.9977,26.3286,43.66,51,8,4.76,ZA,1684893888
522,quelimane,-17.8786,36.8883,68.94,92,48,0.96,MZ,1684893889
523,tocache,-8.1842,-76.5125,71.31,99,100,0.96,PE,1684893889
524,flying fish cove,-10.4217,105.6791,82.08,78,75,10.36,CX,1684893296
525,at taj,24.2049,23.2857,75.42,21,6,11.32,LY,1684893889
526,yarmouth,41.7057,-70.2286,51.96,83,0,3.44,US,1684893889
527,olovyannaya,50.95,115.5667,61.3,29,4,14.14,RU,1684893889
528,viedma,-40.8135,-62.9967,56.03,81,100,6.85,AR,1684893889
529,sokoni,-6.4333,39.55,79.9,77,99,10.8,TZ,1684893890
530,changzhi,35.2089,111.7386,67.28,54,0,6.49,CN,1684893890
531,karukh,34.4811,62.5863,69.91,33,0,8.01,AF,1684893890
532,morteros,-30.7116,-61.9986,70.03,86,97,11.52,AR,1684893664
533,san pedro del parana,-26.8333,-56.2,68.49,72,0,7.14,PY,1684893890
534,okhotsk,59.3833,143.3,44.98,54,0,7.07,RU,1684893890
535,mil'kovo,55.6078,37.7956,59.14,98,100,3.71,RU,1684893890
536,praia,14.9215,-23.5087,72.14,78,40,12.66,CV,1684893808
537,taroa,8.7058,171.2275,82.15,81,100,17.58,MH,1684893891
538,santa luzia,-19.7697,-43.8514,63.68,75,0,9.22,BR,1684893891
539,srivardhan,18.0333,73.0167,83.57,73,5,5.82,IN,1684893891
540,lompoc,34.6391,-120.4579,61.79,82,100,5.75,US,1684893891
541,greymouth,-42.4667,171.2,57.27,66,17,2.37,NZ,1684893891
542,beledweyne,4.7358,45.2036,78.4,77,96,14.27,SO,1684893891
543,vuktyl,63.8567,57.3094,56.53,71,68,4.72,RU,1684893891
544,kakonko,-3.2828,30.9642,62.62,92,25,1.77,TZ,1684893892
545,deli tua,3.5078,98.6839,80.31,94,40,5.01,ID,1684893892
546,juneau,58.3019,-134.4197,60.8,100,40,8.05,US,1684893892
547,kyzyl-mazhalyk,51.1333,90.6,56.17,42,26,5.14,RU,1684893892
548,bei'an,24.5399,109.533,71.26,83,96,4.32,CN,1684893892
549,aburi,5.8472,-0.1775,78.51,91,92,2.37,GH,1684893892
550,bandon,51.7469,-8.7425,49.59,96,100,6.38,IE,1684893901
551,az zulfi,26.2995,44.8154,83.05,28,100,12.17,SA,1684893901
552,kovalam,8.3667,76.9967,84.29,79,20,2.3,IN,1684893901
553,kuanda,56.3161,116.0806,53.94,33,11,3.31,RU,1684893901
554,berdigestyakh,62.0989,126.6992,51.94,28,62,4.09,RU,1684893904
555,pontotoc,34.2479,-88.9987,67.6,86,50,6.78,US,1684893905
556,fish town,5.1964,-7.8756,73.09,98,88,2.21,LR,1684893906
557,turaif,31.6725,38.6637,68.25,42,0,16.11,SA,1684893906
558,muisne,0.6,-80.0333,78.49,82,93,1.34,EC,1684893907
559,narvik,68.4384,17.4272,42.39,95,95,4.43,NO,1684893908
560,san antonio,29.4241,-98.4936,82.92,65,75,11.5,US,1684893714
561,cidreira,-30.1811,-50.2056,68.32,89,10,10.33,BR,1684893733
562,vila do maio,15.1333,-23.2167,72.39,80,83,13.96,CV,1684893909
563,wakkanai,45.4094,141.6739,57.18,62,20,8.05,JP,1684893909
564,guasdualito,7.2424,-70.7324,80.6,89,40,1.14,VE,1684893910
565,oltinko'l,40.8011,72.1634,74.61,37,8,7.47,UZ,1684893911
566,mukalla,14.5425,49.1242,82.85,70,9,4.94,YE,1684893911
567,alo,7.4178,6.7371,77.56,89,100,3.6,NG,1684893912
568,sola,-13.8833,167.55,80.26,79,75,24.16,VU,1684893912
569,olinda,-8.0089,-34.8553,78.53,89,75,9.22,BR,1684893913
570,tual,-5.6667,132.75,81.86,79,55,24.25,ID,1684893913
571,mejit,10.2753,170.8646,81.99,80,100,16.55,MH,1684893914
572,sitia,35.2,26.0986,63.99,84,8,8.7,GR,1684893914
573,kolda,12.8833,-14.95,83.21,47,100,4.0,SN,1684893914
574,puerto aysen,-45.4,-72.7,39.29,100,100,3.31,CL,1684893914
575,acarau,-2.8856,-40.12,78.15,87,19,10.49,BR,1684893915
576,coihueco,-36.6167,-71.8333,49.95,94,78,6.35,CL,1684893916
577,"laikit, laikit ii (dimembe)",1.4792,124.9735,86.85,58,20,4.61,ID,1684893916
578,kafin hausa,12.2375,9.908,90.48,39,89,7.36,NG,1684893917
579,misratah,32.3754,15.0925,65.62,85,0,13.31,LY,1684893924
580,price,39.5994,-110.8107,66.11,59,40,6.91,US,1684893925
581,tokar,18.4254,37.729,84.18,76,2,9.15,SD,1684893925
582,kolonia,50.9333,6.95,46.94,80,0,2.3,DE,1684893723
583,fisterra,42.9049,-9.2629,63.01,81,18,18.92,ES,1684893925
584,necochea,-38.5473,-58.7368,61.47,89,100,8.21,AR,1684893738
585,mogadishu,2.0371,45.3438,80.38,81,100,12.35,SO,1684893926
586,poronaysk,49.2167,143.1167,50.0,70,4,13.0,RU,1684893926
587,ndele,8.4109,20.6473,74.39,73,6,6.02,CF,1684893927
588,bardai,11.65,7.2333,80.19,63,32,10.63,NG,1684893927
589,boysun,38.2061,67.1986,68.09,44,0,5.39,UZ,1684893677
590,bel ombre,-4.6167,55.4167,80.44,74,20,6.91,SC,1684893928
591,navolato,24.7672,-107.6944,87.98,38,80,8.28,MX,1684893928
592,kavaratti,10.5669,72.642,84.29,71,23,4.18,IN,1684893929
593,caleta olivia,-46.4393,-67.5281,47.07,50,2,9.44,AR,1684893702
594,mount pearl,47.5166,-52.7813,36.14,95,75,12.66,CA,1684893819
595,zabid,14.1951,43.3152,86.77,66,69,5.46,YE,1684893940
596,mariental,-24.6333,17.9667,61.86,34,1,3.67,NA,1684893940
597,tongren,27.7172,109.1853,71.24,73,63,1.77,CN,1684893940
